as_of,asset_id,horizon,horizon_days,target_date,status,point_pct,actual_pct,abs_err,signed_err,low_pct,high_pct,in_band,p_up,direction_hit,brier,protocol_version,model_id,day_type,confidence,horizon_kind,paired_gain_pp,baseline_naive_pct,baseline_drift_pct,baseline_momentum_pct,beat_naive,beat_drift,beat_momentum,beat_all_three
2026-09-04,A3,1d,1,2026-09-07,resolved,0.15,1.995,1.845,-1.845,-1.5,1.7,0,0.54,1,0.2116,4,model_A,data,low,forecast,0.15,0.0,-0.709,-0.232,True,True,True,True
2026-09-04,A5,1d,1,2026-09-07,resolved,0.1,0.395,0.295,-0.295,-1.7,1.8,1,0.52,1,0.2304,4,model_A,data,medium,forecast,0.1,0.0,-0.699,-1.065,True,True,True,True
2026-09-04,A6,1d,1,2026-09-07,resolved,0.15,-0.002,0.152,0.152,-0.1,0.45,1,0.78,,,4,model_A,data,medium,forecast,-0.15,0.0,0.082,0.261,False,False,True,False
2026-09-05,A1,1d,1,2026-09-07,resolved,0.0,-0.789,0.789,0.789,-2.2,2.4,1,0.5,1,0.25,4,model_A,weekend,medium,forecast,0.0,0.0,-0.407,1.243,False,False,True,False
2026-09-05,A4,1d,1,2026-09-07,resolved,-1.1,0.655,1.755,-1.755,-3.0,0.8,1,0.2,0,0.64,4,model_A,weekend,medium,forecast,-1.1,0.0,-0.549,2.79,False,False,True,False
2026-09-05,A2,1d,1,2026-09-07,resolved,0.15,2.363,2.213,-2.213,-2.0,2.4,1,0.53,1,0.2209,4,model_A,weekend,low,forecast,0.15,0.0,-0.548,-0.602,True,True,True,True
2026-09-05,A3,1d,1,2026-09-07,resolved,0.2,1.995,1.795,-1.795,-1.6,1.9,0,0.55,1,0.2025,4,model_A,weekend,low,forecast,0.2,0.0,-0.709,-0.232,True,True,True,True
2026-09-05,A5,1d,1,2026-09-07,resolved,0.1,0.395,0.295,-0.295,-1.6,1.8,1,0.53,1,0.2209,4,model_A,weekend,medium,forecast,0.1,0.0,-0.699,-1.065,True,True,True,True
2026-09-05,A6,1d,1,2026-09-07,resolved,0.1,0.024,0.076,0.076,-0.1,0.35,1,0.72,,,4,model_A,weekend,medium,forecast,-0.052,0.0,0.082,0.261,False,False,True,False
2026-09-06,A1,1d,1,2026-09-07,resolved,0.0,-0.789,0.789,0.789,-2.1,2.3,1,0.5,1,0.25,4,model_A,weekend,medium,forecast,0.0,0.0,-0.407,1.243,False,False,True,False
2026-09-06,A4,1d,1,2026-09-07,resolved,-1.1,0.655,1.755,-1.755,-3.0,0.8,1,0.2,0,0.64,4,model_A,weekend,medium,forecast,-1.1,0.0,-0.549,2.79,False,False,True,False
2026-09-06,A2,1d,1,2026-09-07,resolved,0.15,2.363,2.213,-2.213,-2.0,2.4,1,0.53,1,0.2209,4,model_A,weekend,low,forecast,0.15,0.0,-0.548,-0.602,True,True,True,True
2026-09-06,A3,1d,1,2026-09-07,resolved,0.2,1.995,1.795,-1.795,-1.6,1.9,0,0.55,1,0.2025,4,model_A,weekend,low,forecast,0.2,0.0,-0.709,-0.232,True,True,True,True
2026-09-06,A5,1d,1,2026-09-07,resolved,0.1,0.395,0.295,-0.295,-1.6,1.8,1,0.53,1,0.2209,4,model_A,weekend,medium,forecast,0.1,0.0,-0.699,-1.065,True,True,True,True
2026-09-06,A6,1d,1,2026-09-07,resolved,0.07,0.046,0.024,0.024,-0.08,0.28,1,0.7,,,4,model_A,weekend,medium,forecast,0.022,0.0,0.082,0.261,True,True,True,True
